Year of Birth,Gender,Ethnicity,Child's First Name,Count
2012,male,white non hispanic,christian,23
2012,male,black non hispanic,robert,23
2012,male,white non hispanic,sean,23
2012,male,white non hispanic,tristan,23
2012,male,black non hispanic,zaire,23
2013,male,black non hispanic,andrew,23
2013,male,black non hispanic,ashton,23
2013,male,black non hispanic,cayden,23
2013,male,black non hispanic,chance,23
2013,male,black non hispanic,lucas,23
2013,male,black non hispanic,malik,23
2013,male,black non hispanic,zachary,23
2015,male,black non hispanic,jayceon,23
2015,male,black non hispanic,mamadou,23
2019,female,black non hispanic,ariah,22
2019,female,black non hispanic,bella,22
2019,female,black non hispanic,gianna,22
2019,female,black non hispanic,nevaeh,22
2019,female,black non hispanic,phoenix,22
2019,female,black non hispanic,taylor,22
2019,female,asian and pacific islander,anaya,22
2019,female,asian and pacific islander,annie,22
2019,female,asian and pacific islander,ayesha,22
2019,female,asian and pacific islander,eva,22
2019,female,asian and pacific islander,leah,22
2019,female,asian and pacific islander,luna,22
2019,female,asian and pacific islander,sophie,22
2019,female,asian and pacific islander,zainab,22
2011,female,asian and pacific islander,amanda,22
2011,female,asian and pacific islander,angel,22
2011,female,asian and pacific islander,eva,22
2011,female,asian and pacific islander,joyce,22
2011,female,asian and pacific islander,karen,22
2011,female,asian and pacific islander,kelly,22
2011,female,asian and pacific islander,samantha,22
2011,female,asian and pacific islander,stephanie,22
2011,female,asian and pacific islander,victoria,22
2017,female,black non hispanic,aisha,22
2017,female,black non hispanic,charlotte,22
2017,female,black non hispanic,london,22
2017,female,black non hispanic,paige,22
2017,female,black non hispanic,tori,22
2018,female,asian and pacific islander,elena,22
2018,female,asian and pacific islander,zoey,22
2014,female,asian and pacific islander,alyssa,22
2014,female,asian and pacific islander,cynthia,22
2015,female,black non hispanic,ariana,22
2015,female,black non hispanic,arielle,22
2015,female,black non hispanic,grace,22
2015,female,black non hispanic,kaylee,22
2015,female,black non hispanic,malia,22
2015,female,black non hispanic,mckenzie,22
2018,female,black non hispanic,alani,22
2018,female,black non hispanic,amaya,22
2018,female,black non hispanic,aniyah,22
2018,female,black non hispanic,laila,22
2014,female,black non hispanic,jade,22
2014,female,black non hispanic,mariah,22
2014,female,black non hispanic,michelle,22
2014,female,black non hispanic,sarah,22
2016,female,asian and pacific islander,melody,22
2013,female,asian and pacific islander,amber,22
2013,female,asian and pacific islander,jenny,22
2013,female,asian and pacific islander,selina,22
2013,female,asian and pacific islander,zara,22
2017,female,asian and pacific islander,alisha,22
2017,female,asian and pacific islander,audrey,22
2017,female,asian and pacific islander,eleanor,22
2017,female,asian and pacific islander,karina,22
2017,female,asian and pacific islander,manha,22
2017,female,asian and pacific islander,maryam,22
2015,female,asian and pacific islander,iris,22
2015,female,asian and pacific islander,lily,22
2015,female,asian and pacific islander,serena,22
2015,female,asian and pacific islander,stephanie,22
2015,female,asian and pacific islander,tiffany,22
2015,female,asian and pacific islander,zainab,22
2015,female,asian and pacific islander,zara,22
2016,female,black non hispanic,amaya,22
2016,female,black non hispanic,ariel,22
2016,female,black non hispanic,genesis,22
2016,female,black non hispanic,jordyn,22
2016,female,black non hispanic,paris,22
2016,female,black non hispanic,trinity,22
2011,female,black non hispanic,amirah,22
2011,female,black non hispanic,elizabeth,22
2011,female,black non hispanic,mariama,22
2012,female,white non hispanic,amanda,22
2012,female,white non hispanic,aria,22
2012,female,white non hispanic,charlotte,22
2012,female,white non hispanic,lily,22
2012,female,white non hispanic,phoebe,22
2012,female,white non hispanic,sabrina,22
2012,female,white non hispanic,selena,22
2012,female,white non hispanic,serena,22
2012,female,black non hispanic,hannah,22
2012,female,black non hispanic,harmony,22
2012,female,black non hispanic,mariah,22
2012,female,black non hispanic,mckenzie,22
2012,female,black non hispanic,sanaa,22
2012,female,black non hispanic,zoey,22
2013,female,black non hispanic,amaya,22
2013,female,black non hispanic,amelia,22
2013,female,black non hispanic,fatima,22
2013,female,black non hispanic,heaven,22
2013,female,black non hispanic,imani,22
2013,female,black non hispanic,maya,22
2013,female,black non hispanic,mya,22
2013,female,black non hispanic,trinity,22
2018,male,asian and pacific islander,adrian,22
2018,male,black non hispanic,austin,22
2018,male,black non hispanic,chance,22
2018,male,asian and pacific islander,zachary,22
2019,male,black non hispanic,justin,22
2019,male,asian and pacific islander,ali,22
2019,male,asian and pacific islander,joseph,22
2019,male,asian and pacific islander,julian,22
2019,male,asian and pacific islander,luke,22
2019,male,asian and pacific islander,mohammed,22
2019,male,asian and pacific islander,yusuf,22
2017,male,asian and pacific islander,ali,22
2017,male,asian and pacific islander,allen,22
2017,male,asian and pacific islander,ayan,22
2017,male,asian and pacific islander,charles,22
2017,male,asian and pacific islander,gabriel,22
2017,male,asian and pacific islander,vincent,22
2015,male,asian and pacific islander,adrian,22
2015,male,asian and pacific islander,ahmed,22
2015,male,asian and pacific islander,ayden,22
2015,male,asian and pacific islander,charles,22
2015,male,asian and pacific islander,hunter,22
2015,male,asian and pacific islander,joseph,22
2015,male,asian and pacific islander,julian,22
2015,male,asian and pacific islander,kimi,22
2017,male,black non hispanic,ashton,22
2017,male,black non hispanic,avery,22
2017,male,black non hispanic,kameron,22
2017,male,black non hispanic,legend,22
2017,male,black non hispanic,levi,22
2017,male,black non hispanic,lucas,22
2011,male,asian and pacific islander,felix,22
2011,male,asian and pacific islander,ian,22
2013,male,asian and pacific islander,albert,22
2013,male,asian and pacific islander,ali,22
2013,male,asian and pacific islander,anson,22
2013,male,asian and pacific islander,jeremy,22
2013,male,asian and pacific islander,richard,22
2014,male,asian and pacific islander,devin,22
2014,male,asian and pacific islander,max,22
2014,male,asian and pacific islander,samuel,22
2014,male,asian and pacific islander,theodore,22
2016,male,black non hispanic,eli,22
2016,male,black non hispanic,kaleb,22
2016,male,asian and pacific islander,aryan,22
2016,male,asian and pacific islander,caleb,22
2016,male,asian and pacific islander,christopher,22
2016,male,asian and pacific islander,nathaniel,22
2014,male,black non hispanic,austin,22
2014,male,black non hispanic,ibrahim,22
2012,male,white non hispanic,charles,22
2012,male,black non hispanic,eric,22
2012,male,white non hispanic,felix,22
2012,male,white non hispanic,victor,22
2012,male,black non hispanic,william,22
2013,male,black non hispanic,ian,22
2013,male,black non hispanic,justice,22
2013,male,black non hispanic,preston,22
2019,female,black non hispanic,genesis,21
2019,female,asian and pacific islander,amaya,21
2019,female,asian and pacific islander,angela,21
2019,female,asian and pacific islander,elena,21
2019,female,asian and pacific islander,mila,21
2011,female,asian and pacific islander,katherine,21
2011,female,asian and pacific islander,kayla,21
2011,female,asian and pacific islander,nina,21
2017,female,black non hispanic,amirah,21
2017,female,black non hispanic,amiyah,21
2017,female,black non hispanic,egypt,21
2017,female,black non hispanic,gabriella,21
2017,female,black non hispanic,hailey,21
2017,female,black non hispanic,kylie,21
2018,female,asian and pacific islander,aisha,21
2018,female,asian and pacific islander,iris,21
2018,female,asian and pacific islander,penelope,21
2014,female,asian and pacific islander,iris,21
2014,female,asian and pacific islander,nina,21
2014,female,asian and pacific islander,stephanie,21
2015,female,black non hispanic,brianna,21
2015,female,black non hispanic,sydney,21
2015,female,black non hispanic,trinity,21
2018,female,black non hispanic,khloe,21
2018,female,black non hispanic,leah,21
2018,female,black non hispanic,london,21
2018,female,black non hispanic,malia,21
2018,female,black non hispanic,mariam,21
2014,female,black non hispanic,aubrey,21
2014,female,black non hispanic,hailey,21
2014,female,black non hispanic,jordyn,21
2014,female,black non hispanic,sydney,21
2014,female,black non hispanic,zuri,21
2016,female,asian and pacific islander,chelsea,21
2016,female,asian and pacific islander,elizabeth,21
2016,female,asian and pacific islander,ivy,21
2016,female,asian and pacific islander,kaylee,21
2013,female,asian and pacific islander,charlotte,21
2013,female,asian and pacific islander,irene,21
2013,female,asian and pacific islander,kimberly,21
2013,female,asian and pacific islander,leah,21
2013,female,asian and pacific islander,maryam,21
2013,female,asian and pacific islander,samantha,21
2017,female,asian and pacific islander,fiona,21
2017,female,asian and pacific islander,jessica,21
2017,female,asian and pacific islander,natalie,21
2017,female,asian and pacific islander,stella,21
2017,female,asian and pacific islander,vivian,21
2017,female,asian and pacific islander,zara,21
2015,female,asian and pacific islander,cindy,21
2015,female,asian and pacific islander,melody,21
2015,female,asian and pacific islander,michelle,21
2016,female,black non hispanic,gabriella,21
2016,female,black non hispanic,imani,21
2016,female,black non hispanic,kennedy,21
2016,female,black non hispanic,mariah,21
2016,female,black non hispanic,talia,21
2011,female,black non hispanic,kaitlyn,21
2011,female,black non hispanic,mariah,21
2011,female,black non hispanic,mikayla,21
2011,female,black non hispanic,sanai,21
2012,female,white non hispanic,arianna,21
2012,female,white non hispanic,avery,21
2012,female,white non hispanic,elaine,21
2012,female,white non hispanic,iris,21
2012,female,black non hispanic,genesis,21
2012,female,black non hispanic,malia,21
2012,female,black non hispanic,mya,21
2013,female,black non hispanic,aisha,21
2013,female,black non hispanic,autumn,21
2013,female,black non hispanic,bella,21
2013,female,black non hispanic,hannah,21
2013,female,black non hispanic,summer,21
2013,female,black non hispanic,sydney,21
2018,male,asian and pacific islander,alan,21
2018,male,asian and pacific islander,christopher,21
2018,male,asian and pacific islander,isaac,21
2018,male,black non hispanic,jaden,21
2018,male,black non hispanic,joseph,21
2018,male,asian and pacific islander,kayden,21
2018,male,asian and pacific islander,luke,21
2018,male,asian and pacific islander,maxwell,21
2018,male,asian and pacific islander,nicholas,21
2018,male,asian and pacific islander,rayan,21
2018,male,asian and pacific islander,safwan,21
2019,male,black non hispanic,jaden,21
2019,male,black non hispanic,jason,21
2019,male,black non hispanic,mamadou,21
2019,male,asian and pacific islander,christopher,21
2019,male,asian and pacific islander,eason,21
2019,male,asian and pacific islander,jack,21
2019,male,asian and pacific islander,joshua,21
2019,male,asian and pacific islander,kayden,21
2017,male,asian and pacific islander,abdul,21
2017,male,asian and pacific islander,anson,21
2017,male,asian and pacific islander,ayden,21
2017,male,asian and pacific islander,kayden,21
2017,male,asian and pacific islander,marcus,21
2017,male,asian and pacific islander,thomas,21
2015,male,asian and pacific islander,arham,21
2015,male,asian and pacific islander,isaac,21
2015,male,asian and pacific islander,sebastian,21
2017,male,black non hispanic,andrew,21
2017,male,black non hispanic,eli,21
2017,male,black non hispanic,julian,21
2017,male,black non hispanic,omari,21
2011,male,asian and pacific islander,ahmed,21
2011,male,asian and pacific islander,christian,21
2011,male,asian and pacific islander,christopher,21
2011,male,asian and pacific islander,darren,21
2011,male,asian and pacific islander,devin,21
2011,male,asian and pacific islander,henry,21
2011,male,asian and pacific islander,jack,21
2011,male,asian and pacific islander,john,21
2011,male,asian and pacific islander,joseph,21
2013,male,asian and pacific islander,jack,21
2013,male,asian and pacific islander,nathaniel,21
2013,male,asian and pacific islander,sean,21
2013,male,asian and pacific islander,zachary,21
2014,male,asian and pacific islander,ali,21
2014,male,asian and pacific islander,charles,21
2014,male,asian and pacific islander,connor,21
2014,male,asian and pacific islander,jack,21
